MALE_1,AGE_1,AGE_2,AGE_3,AGE_4,INCOME_0,INCOME_1,INCOME_2,FIRST_1,WHO_1,WHO_2,PURPOSE_1,PURPOSE_2,PURPOSE_3,LUGGAGE_1,LUGGAGE_2,GA_1,TRAIN_TT,TRAIN_HE,TRAIN_CO,SM_TT,SM_HE,SM_SEATS,SM_CO,CAR_TT,CAR_CO,CHOICE,CAR_AV
0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.85,0.3,0.5,0.71,0.3,1.0,0.65,2.08,0.76,1,1
1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.79,0.6,0.09,0.48,0.2,0.0,0.11,0.4,0.78,1,1
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.85,1.2,0.74,1.05,0.1,0.0,0.9400000000000001,1.6,1.05,1,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1.42,0.3,1.22,1.08,0.3,0.0,1.36,1.4000000000000001,1.05,1,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.36,0.6,0.45,1.3900000000000001,0.1,0.0,0.52,1.44,0.65,1,1
1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1.24,0.6,0.36,0.47000000000000003,0.1,0.0,0.45,0.64,0.65,2,1
1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2.57,0.3,1.22,0.9500000000000001,0.2,0.0,1.78,2.16,1.32,2,1
0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0.78,1.2,0.25,0.43,0.1,1.0,0.34,0.78,0.52,0,1
1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1.73,0.3,0.8300000000000001,0.65,0.1,0.0,0.97,1.6,1.1,1,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1.9000000000000001,1.2,0.49,1.01,0.3,0.0,0.5700000000000001,2.08,0.8,1,1
1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.3900000000000001,0.6,0.34,0.61,0.2,0.0,0.4,0.9,0.71,1,1
1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1.17,0.3,1.28,0.62,0.1,0.0,1.47,0.72,0.55,2,1
1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.12,1.2,0.42,1.28,0.1,0.0,0.49,1.56,0.78,1,1
1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,2.0,0.6,2.1,0.71,0.3,0.0,2.93,2.1,1.35,2,1
1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2.37,0.6,0.66,1.08,0.3,0.0,0.91,2.1,1.5,1,1
0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1.24,0.6,0.34,0.51,0.2,0.0,0.4,0.9,0.58,1,1
1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,2.06,1.2,2.21,0.59,0.3,0.0,2.37,1.5,0.9500000000000001,1,1
1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1.2,1.2,0.97,0.9400000000000001,0.2,0.0,1.11,0.88,0.52,2,1
1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.03,0.3,0.38,0.9400000000000001,0.2,0.0,0.46,1.0,0.71,0,1
1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.92,0.6,0.89,0.36,0.2,0.0,1.06,0.48,0.28,2,1
1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1.03,0.3,0.3,0.34,0.3,0.0,0.38,0.56,0.52,0,1
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.05,1.2,0.28,0.47000000000000003,0.1,0.0,0.4,0.9,0.4,1,1
1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.47000000000000003,0.3,0.16,0.23,0.1,1.0,0.19,0.0,0.0,1,0
1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2.05,1.2,0.98,0.61,0.1,0.0,1.3900000000000001,1.82,1.23,1,1
1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2.2,1.2,0.45,1.46,0.2,0.0,0.52,1.12,0.76,1,1
1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1.32,0.3,0.8300000000000001,0.8,0.1,0.0,0.98,1.3,0.68,2,1
1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.4000000000000001,0.3,1.5,1.03,0.3,0.0,1.76,1.4000000000000001,0.9500000000000001,2,1
1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1.93,0.6,0.88,0.8,0.3,0.0,1.18,1.5,0.9500000000000001,1,1
0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1.49,1.2,0.68,0.91,0.1,0.0,0.9,1.1,0.4,2,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0.98,0.3,1.7,0.5,0.1,0.0,1.76,1.3,0.84,1,1
1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1.6400000000000001,0.6,1.6300000000000001,1.23,0.3,0.0,2.1,1.2,1.3,1,1
0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0.8,0.3,0.0,0.38,0.3,0.0,0.0,0.0,0.0,0,0
0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0.53,0.6,3.08,0.34,0.1,1.0,3.34,0.6,0.32,1,1
1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2.0300000000000002,0.3,1.08,0.89,0.3,0.0,1.32,2.21,0.72,1,1
1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,2.36,0.6,2.52,0.81,0.3,0.0,3.37,2.73,1.08,2,1
0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.6400000000000001,0.6,0.79,0.64,0.1,0.0,0.97,2.21,1.36,1,1
1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1.24,1.2,0.6,0.79,0.2,0.0,0.71,1.0,0.84,1,1
1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,2.21,0.3,0.0,1.25,0.3,0.0,0.0,0.0,0.0,0,0
1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.29,1.2,0.28,0.89,0.3,0.0,0.32,0.0,0.0,1,0
1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.2800000000000002,0.6,0.45,1.12,0.2,0.0,0.56,1.4000000000000001,0.97,1,1
1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1.78,1.2,0.79,0.64,0.1,0.0,1.12,1.6,0.84,1,1
1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.78,1.2,0.12,1.27,0.3,0.0,0.14,1.04,1.23,1,1
1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1.08,0.3,0.2,0.7000000000000001,0.1,0.0,0.23,1.0,0.32,1,1
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.7,0.6,0.99,0.8200000000000001,0.2,0.0,1.1400000000000001,1.82,0.8,1,1
1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1.93,1.2,1.76,0.56,0.1,0.0,2.45,2.21,1.62,0,1
1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1.06,1.2,0.7000000000000001,0.68,0.1,0.0,0.92,0.0,0.0,0,0
1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.0,1.2,1.05,0.81,0.3,0.0,1.18,1.68,1.62,1,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,2.7,0.6,0.79,1.1400000000000001,0.2,0.0,0.92,1.5,1.17,1,1
1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.57,0.6,1.18,1.19,0.1,0.0,1.23,1.7,0.76,2,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.69,0.6,0.48,0.78,0.3,0.0,0.62,1.43,0.56,1,1
1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0.73,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.0,1,0
0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2.0300000000000002,0.6,1.98,0.9500000000000001,0.3,0.0,2.74,1.9000000000000001,1.25,2,1
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.96,1.2,0.22,0.56,0.3,0.0,0.25,0.0,0.0,1,0
1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1.51,0.6,0.5,1.08,0.3,0.0,0.62,1.6,0.8,0,1
0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1.45,0.3,1.96,1.23,0.2,1.0,2.61,0.9,0.65,2,1
1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1.8800000000000001,1.2,0.86,1.08,0.1,0.0,1.11,1.43,0.84,1,1
1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1.31,1.2,1.53,0.64,0.2,0.0,1.76,1.3,1.1,1,1
1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1.12,0.3,0.78,0.61,0.2,0.0,0.99,0.9,0.78,2,1
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.53,0.6,0.44,0.24,0.3,0.0,0.63,0.0,0.0,1,0
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,2.65,0.6,0.84,1.68,0.1,0.0,0.9,1.28,0.8,2,1
1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1.09,0.6,0.0,0.85,0.3,0.0,0.0,0.0,0.0,0,0
1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.85,0.6,0.63,0.34,0.3,0.0,0.91,0.72,0.71,1,1
1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2.1,0.3,0.62,1.3800000000000001,0.3,0.0,0.66,1.2,1.1,0,1
1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1.86,0.6,1.84,0.78,0.3,0.0,2.54,2.3000000000000003,1.2,1,1
0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.97,0.3,0.67,0.44,0.1,1.0,0.8200000000000001,0.0,0.0,0,0
1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1.4000000000000001,0.6,0.85,1.1400000000000001,0.2,0.0,0.9,0.72,0.44,2,1
1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,2.39,1.2,1.28,1.55,0.2,0.0,1.42,0.8,0.44,2,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1.77,1.2,1.1,0.96,0.1,0.0,1.46,1.28,1.35,2,1
1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1.71,1.2,0.89,1.16,0.2,0.0,0.92,1.3,0.6,2,1
1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.9,0.3,0.43,0.44,0.2,0.0,0.68,0.0,0.0,0,0
0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1.72,0.6,0.0,0.67,0.1,0.0,0.0,0.0,0.0,1,0
1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0.71,1.2,0.0,0.38,0.3,1.0,0.0,0.0,0.0,1,0
0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1.27,1.2,0.61,0.6900000000000001,0.1,0.0,0.84,0.9,0.4,2,1
0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.1400000000000001,1.2,0.72,0.49,0.3,0.0,0.8300000000000001,1.56,0.6,2,1
1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,3.18,0.3,2.18,1.7,0.1,0.0,2.37,2.2,0.92,2,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1.34,0.6,1.6300000000000001,0.61,0.3,0.0,1.98,1.04,0.44,2,1
1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1.83,0.6,1.01,0.64,0.2,0.0,1.09,1.44,0.8,2,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2.17,0.6,0.4,1.3800000000000001,0.2,0.0,0.45,1.1,0.78,1,1
0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.83,1.2,0.88,0.8200000000000001,0.2,0.0,1.05,1.4000000000000001,1.1,1,1
1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0.97,0.3,0.42,0.79,0.1,0.0,0.46,0.91,0.26,1,1
1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2.85,0.3,0.64,1.3900000000000001,0.1,0.0,0.72,2.8000000000000003,1.36,1,1
1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2.27,1.2,1.19,1.45,0.3,0.0,1.23,1.4000000000000001,0.9,2,1
0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.68,1.2,1.11,0.74,0.2,0.0,1.32,1.8,1.23,1,1
1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0.88,0.6,0.58,0.39,0.3,0.0,0.81,0.72,0.97,2,1
1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1.9100000000000001,0.6,1.1,1.05,0.1,0.0,1.27,1.6,0.88,0,1
1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1.01,0.3,0.6,0.43,0.3,0.0,0.76,1.17,0.4,2,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,2.22,1.2,2.18,1.03,0.3,0.0,2.45,1.6,1.69,1,1
1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1.24,0.6,0.43,0.54,0.3,0.0,0.5700000000000001,1.04,0.52,2,1
0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1.52,1.2,2.66,0.99,0.2,0.0,2.89,0.0,0.0,1,0
1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2.31,0.6,0.0,1.17,0.2,0.0,0.0,1.68,0.48,1,1
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.2600000000000002,0.3,0.74,0.89,0.3,1.0,0.87,2.73,0.52,1,1
1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.97,0.6,0.2,0.48,0.1,0.0,0.26,0.0,0.0,1,0
1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1.08,0.6,0.8200000000000001,0.7000000000000001,0.1,0.0,0.88,1.0,0.48,1,1
1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2.1,1.2,0.52,1.3800000000000001,0.1,0.0,0.64,1.95,1.1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.32,1.2,0.0,1.74,0.1,0.0,0.0,0.0,0.0,1,0
0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1.25,0.6,1.36,0.49,0.3,0.0,1.81,1.2,0.8,2,1
1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1.53,0.3,1.6300000000000001,1.02,0.2,1.0,2.1,0.0,0.0,1,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.43,0.6,0.38,0.7000000000000001,0.2,0.0,0.43,1.0,0.78,1,1
0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1.5,0.3,0.79,0.64,0.3,0.0,0.97,1.7,1.05,0,1
1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1.25,0.3,0.61,0.49,0.1,0.0,0.71,0.96,0.75,1,1
1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0.61,0.3,0.0,0.28,0.2,0.0,0.0,0.52,0.25,0,1
1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,2.31,1.2,2.0300000000000002,1.08,0.3,0.0,2.37,1.4000000000000001,0.9,2,1
1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.31,1.2,1.08,0.75,0.1,0.0,1.32,0.96,0.7000000000000001,2,1
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.58,1.2,0.32,0.27,0.1,1.0,0.4,1.36,0.65,1,1
1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1.21,0.3,0.5,0.85,0.1,0.0,0.52,1.43,0.91,0,1
1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2.09,0.3,0.49,1.67,0.3,0.0,0.54,1.82,0.64,1,1
1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1.8900000000000001,1.2,1.36,1.1,0.1,0.0,1.67,1.56,0.97,2,1
1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1.82,0.3,2.1,0.71,0.2,0.0,2.93,1.68,1.28,2,1
1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0.54,1.2,0.0,0.25,0.2,1.0,0.0,0.32,0.67,0,1
1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1.82,1.2,2.52,0.81,0.1,0.0,3.37,1.68,1.35,2,1
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.6,1.2,0.89,1.24,0.1,0.0,0.97,0.8,0.6,2,1
1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.85,0.3,0.72,0.34,0.1,0.0,0.78,1.43,0.78,1,1
1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,2.05,0.6,0.99,1.27,0.2,0.0,1.12,2.47,1.4000000000000001,1,1
1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1.86,0.6,1.01,1.25,0.1,0.0,1.09,1.7,0.96,1,1
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.41,0.3,0.62,2.02,0.1,0.0,0.66,2.0,1.0,1,1
1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.92,1.2,0.45,1.06,0.1,0.0,0.66,1.4000000000000001,0.6,1,1
1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1.6400000000000001,0.3,0.47000000000000003,0.56,0.1,0.0,0.53,1.36,1.05,1,1
0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1.86,0.3,0.97,1.19,0.3,0.0,0.99,1.68,1.43,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.26,0.3,0.0,0.8300000000000001,0.1,0.0,0.0,0.0,0.0,1,0
1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0.96,0.6,0.0,0.7000000000000001,0.2,0.0,0.0,0.64,0.96,1,1
1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1.11,0.3,0.0,0.66,0.2,0.0,0.0,0.8,0.48,1,1
0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1.87,0.3,0.98,1.07,0.3,0.0,1.18,1.7,0.9500000000000001,1,1
1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1.51,0.3,0.5,1.05,0.3,0.0,0.56,2.08,0.64,0,1
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.93,1.2,0.61,0.91,0.3,0.0,0.65,1.17,0.44,1,1
1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.46,0.6,0.8300000000000001,0.67,0.1,0.0,0.9500000000000001,0.72,0.5,0,1
1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.68,1.2,0.28,0.93,0.2,1.0,0.32,0.0,0.0,1,0
1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1.56,0.3,0.81,0.72,0.3,0.0,0.99,1.6,1.1500000000000001,1,1
1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.1300000000000001,1.2,0.29,0.87,0.2,1.0,0.32,0.0,0.0,1,0
1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1.49,1.2,1.43,0.96,0.2,0.0,1.55,1.17,0.6,2,1
1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1.48,0.3,0.45,0.93,0.3,0.0,0.52,1.56,0.56,1,1
1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1.79,1.2,1.6600000000000001,1.42,0.3,0.0,1.84,2.08,0.84,1,1
1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1.03,0.6,0.72,0.6,0.3,0.0,0.98,0.8,0.78,0,1
0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1.98,0.6,0.87,1.47,0.1,0.0,0.99,2.73,1.62,1,1
1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1.09,1.2,0.6,0.58,0.3,0.0,0.71,0.0,0.0,1,0
1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1.68,0.3,0.45,1.47,0.3,0.0,0.52,1.6,0.9,0,1
0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1.04,0.6,1.6300000000000001,0.39,0.1,1.0,1.81,0.0,0.0,1,0
1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1.68,0.3,0.44,1.18,0.1,0.0,0.49,0.96,0.8,1,1
1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1.93,0.6,0.88,0.5,0.1,0.0,1.05,1.36,0.8,1,1
1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.84,0.3,1.06,0.86,0.2,0.0,1.44,0.0,0.0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.1,0.3,0.0,1.74,0.1,0.0,0.0,0.0,0.0,1,0
1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2.06,1.2,1.96,0.99,0.3,0.0,2.25,2.6,0.8,1,1
0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1.18,0.3,0.53,0.51,0.1,0.0,0.63,0.7000000000000001,0.32,2,1
0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1.06,1.2,0.34,0.48,0.1,0.0,0.48,0.9,0.36,1,1
1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0.44,0.6,0.0,0.21,0.3,1.0,0.0,0.48,0.39,1,1
1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.94,0.6,0.5,1.8,0.2,0.0,0.62,1.7,1.3,1,1
1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,5.25,1.2,1.46,4.0600000000000005,0.3,0.0,1.61,2.64,2.86,1,1
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.4000000000000001,0.3,0.39,0.85,0.1,0.0,0.43,0.88,0.65,1,1
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.22,0.3,1.0,0.76,0.2,0.0,1.3900000000000001,2.21,0.9500000000000001,1,1
1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,2.57,1.2,1.84,1.6500000000000001,0.1,0.0,2.25,2.34,1.36,2,1
0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,2.66,1.2,1.16,1.12,0.3,0.0,1.22,1.8,1.1500000000000001,1,1
1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.96,0.6,0.38,0.55,0.2,0.0,0.43,1.3,0.6,1,1
0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0.51,1.2,0.0,0.3,0.3,0.0,0.0,0.65,0.48,1,1
1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2.79,0.6,1.28,2.04,0.2,0.0,1.3900000000000001,2.47,1.25,1,1
1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1.21,0.3,0.49,0.7000000000000001,0.2,1.0,0.6,0.9,0.32,2,1
1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1.3,1.2,0.58,0.86,0.3,0.0,0.65,1.3,0.48,1,1
0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.1,1.2,0.35000000000000003,0.59,0.2,0.0,0.43,0.0,0.0,1,0
1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.98,0.3,0.5,0.5,0.1,0.0,0.52,1.3,0.84,1,1
1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0.96,0.6,0.0,0.23,0.1,0.0,0.0,0.0,0.0,1,0
1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2.31,0.6,0.0,0.58,0.1,0.0,0.0,0.0,0.0,1,0
1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2.56,0.6,0.48,1.86,0.1,0.0,0.56,2.21,1.49,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.23,0.3,0.5700000000000001,1.08,0.2,0.0,0.76,0.64,0.44,2,1
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1.43,0.3,0.4,0.52,0.1,0.0,0.45,1.1,0.52,1,1
1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1.93,1.2,2.11,0.5,0.3,0.0,2.25,1.7,0.9500000000000001,1,1
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.61,0.6,0.16,0.28,0.1,0.0,0.21,0.4,0.3,1,1
1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0.88,1.2,0.0,0.46,0.1,0.0,0.0,0.48,0.7000000000000001,2,1
1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2.86,0.3,1.76,2.3000000000000003,0.2,0.0,2.25,1.36,0.92,2,1
1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,2.71,0.6,2.25,1.04,0.3,0.0,3.22,2.1,1.35,2,1
1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.92,0.3,0.6,0.34,0.3,0.0,0.74,1.04,0.48,1,1
0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1.08,1.2,0.32,0.99,0.3,0.0,0.35000000000000003,0.0,0.0,0,0
1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.97,1.2,0.22,0.48,0.3,0.0,0.26,0.0,0.0,1,0
1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1.5,0.6,0.52,0.64,0.2,0.0,0.5700000000000001,2.21,0.9500000000000001,1,1
1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1.71,0.6,0.8300000000000001,1.2,0.1,0.0,0.9400000000000001,1.95,3.12,1,1
1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,2.33,0.6,0.87,0.86,0.2,0.0,0.99,1.8,1.49,1,1
0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.23,0.6,0.58,2.23,0.1,0.0,0.66,2.34,1.69,1,1
1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.6900000000000001,1.2,2.68,0.45,0.2,0.0,2.9,0.0,0.0,1,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2.09,1.2,0.44,1.51,0.1,0.0,0.53,1.4000000000000001,0.76,2,1
1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1.97,0.3,4.32,1.12,0.3,0.0,6.24,1.8,1.5,0,1
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1.76,0.6,0.0,0.93,0.3,0.0,0.0,0.0,0.0,0,0
1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1.45,0.6,0.85,0.8200000000000001,0.3,0.0,1.05,1.3,1.1500000000000001,1,1
